ENTITY_ID,ITEM_ID,ITEM_DESCRIPTION,PRODUCT_ID,PRODUCT_DESCRIPTION,SOURCE_PRODUCT_DESCRIPTION,PPI_CODE,PPI_DESCRIPTION,REVIEW_STATUS,COMMODITY,SHAPE,PRODUCTIONMETHOD,DETAILEDPRODUCTIONMETHOD,DIMENSION_ID,DIMENSION1,DIMENSION2,DIMENSION3,DIMENSION4,ADDITIONALDESCRIPTOR,SIZE_DESCRIPTION,SPECIFICATION,GRADE,SURFACETREATMENT,THERMALTREATMENT,TEMPER,FLASH,ENDTYPE,TESTINGMETHOD,TUBETYPE,WELDINGTYPE,CATEGORY_ID,CATEGORY_DESCRIPTION,MANAGEMENT_GROUP_DESC,MANAGEMENT_SUMMARY_GROUP_DESC,CATEGORY_COMMODITY_GROUP,SELLABLE_IND,RECORD_SOURCE,CEDW_PRODUCT_ID,CEDW_PRODUCT_NO,HUB_PRODUCT_KEY,HUB_ITEM_MASTER_KEY,FILTER1_NAME,FILTER1_DESC,FILTER2_NAME,FILTER2_DESC,FILTER3_NAME,FILTER3_DESC,FILTER4_NAME,FILTER4_DESC,MDM_EXISTS,HAS_TRANSACTION,HAS_WEIGHT,ENTITY_ENABLED,ML_READY,UPDATE_DATE,UPDATED_BY
EMJUS,IM-1155,ALUMINUM - PLATE - HOT ROLLED - MISCELLANEOUS,532599,"2024-T851 QQ A 250/4 PLATE 1/2 X 48 X 144""","532599-PLATE--2024-T851 QQ A 250/4 PLATE-1/2 X 48 X 144""-NCP-ZZ - PLT - 2024T851",10250129,ALUMINUM PLATE,,ALUMINUM,PLATE,HOT ROLLED,MISCELLANEOUS,DM-120473,0.5000,,,,,0.5000,,2024,,,,,,,,,28,ALUMINUM HEAT TREATABLE PLATE,ALUMINUM HEAT TREATABLE,ALUMINUM,ALUMINUM,Y,WIN,532599,532599,479765b82d3a7858b4f958f9bca885ea,302239952f62f497a002ee87ed0fa68a,Commodity,ALUMINUM,Family,20-34-PLATE-ALUMINUM - ROLLED (SHT/COIL),Shape,PLTA-PLATE-ALUMINUM,Product,"532599-PLATE--2024-T851 QQ A 250/4 PLATE-1/2 X 48 X 144""-NCP-ZZ",Y,N,N,Y,0.00000,2024-09-24 12:04:45.058,ALander1
EMJUS,IM-1489,STEEL - CARBON - TUBE - ROUND - WELDED - DOM,108652,108652-ROUND TUBE-520 DOM SRA TBG FOR FLUID POWER APPLICATIONS ASTM A 513/-520 DOM SRA - ST52.3 - ASTM A513/5-5.750 OD X 4.990 ID (.380 W) X 24' R/L-CJA-UR - 520 ST52.3 - RDT - 520 ST52.3DOM SRA,108652-ROUND TUBE-520 DOM SRA TBG FOR FLUID POWER APPLICATIONS ASTM A 513/-520 DOM SRA - ST52.3 - ASTM A513/5-5.750 OD X 4.990 ID (.380 W) X 24' R/L-CJA-UR - 520 ST52.3 - RDT - 520 ST52.3DOM SRA,10170600,STEEL PIPE & TUBE,,STEEL - CARBON,TUBE - ROUND,WELDED,DOM,DM-0000,5.7500,4.9900,0.3800,,,5.7500 X 4.9900 X 0.3800,ASTM A513,DOM 520 | ST52.3,,ANNEALED | STRESS RELIEVED,,,PLAIN,,MECHANICAL,ERW,65,CARBON MECHANICAL TUBE,CARBON TUBE,CARBON,CARBON STEEL,Y,WIN,108652,108652,4798ebf91780e24ed76ba4e4f7f56c98,203c441f3b5af78d2ec726ec36fd3755,Commodity,CARBON,Family,54-10-TUBE - HONED-CARBON STEEL - COLD FINISH,Shape,RDTC-ROUND TUBE-CARBON,Product,108652-ROUND TUBE-520 DOM SRA TBG FOR FLUID POWER APPLICATIONS   ASTM A 513/-520 DOM SRA - ST52.3 - ASTM A513/5-5.750 OD X 4.990 ID (.380 W) X 24' R/L-CJA-UR,Y,Y,Y,Y,0.00000,2024-08-29 09:52:51.010,ebx-systemUser
EMJUS,IM-1172,ALUMINUM - SQUARE - EXTRUDED - MISCELLANEOUS,513330,513330-SQUARE BAR--6061-T6511 EXT BAR-3 SQ X 12'-OLM-EH - SQB - 6061EXTR T6511,513330-SQUARE BAR--6061-T6511 EXT BAR-3 SQ X 12'-OLM-EH - SQB - 6061EXTR T6511,10250100,ALUMINUM MILL SHAPES,,ALUMINUM,SQUARE,EXTRUDED,MISCELLANEOUS,DM-120835,3.0000,,,,,3.0000,,6061,,ARTIFICIALLY AGED | SOLUTION HEAT TREATED | STRETCH STRESS RELIEVED,T6511,,,,,,23,ALUMINUM BAR,ALUMINUM BAR & TUBE,ALUMINUM,ALUMINUM,Y,WIN,513330,513330,479b3cd12b440ba604c15703f5a8b4f7,6b2d84987f4336b090ab8cb5e98e58ee,Commodity,ALUMINUM,Family,04-36-BAR - SQUARE-ALUMINUM - EXTRUDED,Shape,SQBA-SQUARE BAR-ALUMINUM,Product,513330-SQUARE BAR--6061-T6511 EXT BAR-3 SQ X 12'-OLM-EH,Y,Y,Y,Y,1.00000,2026-03-23 12:37:39.436,ALander1
EMJUS,IM-1171,ALUMINUM - SQUARE - EXTRUDED - COLD FINISHED,700757,2024-T351 CF BAR - AMS QQ A 225/6 1.500 SQ X 12' PN# AL329,700757-SQUARE BAR--2024-T351 CF BAR - AMS QQ A 225/6-1.500 SQ X 12' PN# AL329-NCP-ZZ - SQB - 2024CF T351,10250100,ALUMINUM MILL SHAPES,,ALUMINUM,SQUARE,EXTRUDED,COLD FINISHED,DM-120811,1.5000,,,,,1.5000,,2024,,,,,,,,,23,ALUMINUM BAR,ALUMINUM BAR & TUBE,ALUMINUM,ALUMINUM,Y,WIN,700757,700757,479c63504109617fb07fc0bcd72882ef,53dfe78f9064ad6aa88a9cd90a36e0d2,Commodity,ALUMINUM,Family,04-35-BAR - SQUARE-ALUMINUM - DRAWN,Shape,SQBA-SQUARE BAR-ALUMINUM,Product,700757-SQUARE BAR--2024-T351 CF BAR - AMS QQ A 225/6-1.500 SQ X 12'   PN# AL329-NCP-ZZ,Y,N,N,Y,0.00000,2024-09-24 12:04:45.058,ALander1
EMJUS,IM-1471,STEEL - CARBON - SHEET - HOT ROLLED - MISCELLANEOUS,552330,HR P&O SHEET - ASTM A569/A1011 11 GA X PRINT 78077-1 REV B,552330-PHASE OUT ITEM-HR CQ SHEET MILL EDGE ASTM A1011 (REPLACED A569)-HR P&O SHEET - ASTM A569/A1011-11 GA X PRINT 78077-1 REV B-BAT-IA - SHC - A569HR P&O,10170300,"HOT ROLLED SHEET & STRIP, INCLUDING TIN MILL",,STEEL - CARBON,SHEET,HOT ROLLED,MISCELLANEOUS,DM-109475,0.1196,,,,11 GAUGE,0.1196 (11 GAUGE),ASTM A569 | ASTM A1011,,OILED | PICKLED,,,,,,,,17,HOT ROLLED P&O SHEET,HOT ROLLED STEEL,CARBON,CARBON STEEL,Y,WIN,552330,552330,479d22703afadefa311d535c7070868d,bb5233817f6c78158cc279ad7c5eea9e,Commodity,ZINCALME,Family,30-11-SHEET (COIL & CUT TO LENGTH)-CARBON STEEL - HOT FINISH,Shape,ZZX-Z-PHASE OUT ITEM-ZINCALME,Product,552330-PHASE OUT ITEM-HR CQ SHEET MILL EDGE ASTM A1011 (REPLACED A569)-HR P&O SHEET - ASTM A569/A1011-11 GA X PRINT 78077-1 REV B-BAT-IA,Y,N,N,Y,0.00000,2024-05-13 08:55:08.349,ALander1
EMJUS,IM-1161,ALUMINUM - ROUND - EXTRUDED - MISCELLANEOUS,532101,6262-T6511 EXT BAR 1-1/8 HX (+/-.006) X 12',532101-PHASE OUT ITEM-6262-T6511 EXTRUDED BAR ASTM B221-6262-T6511 EXT BAR-1-1/8 HX (+/-.006) X 12'-OLW-EH - ZZX - 6262EXTR T6511,10250100,ALUMINUM MILL SHAPES,,ALUMINUM,ROUND,EXTRUDED,MISCELLANEOUS,DM-120570,1.1250,,,,,1.1250,,6262,,ARTIFICIALLY AGED | SOLUTION HEAT TREATED | STRETCH STRESS RELIEVED,T6511,,,,,,00,INSUFFICIENT INFO,INSUFFICIENT INFO,INSUFFICIENT INFO,INSUFFICIENT INFO,Y,WIN,532101,532101,479d9c78654cc50d7f9053cbc3303d95,c54cdaa3937708d6cf490ab9a72c5127,Commodity,ZINCALME,Family,05-36-BAR - HEX-ALUMINUM - EXTRUDED,Shape,ZZXZ-PHASE OUT ITEM-ZINCALME,Product,532101-PHASE OUT ITEM-6262-T6511 EXTRUDED BAR ASTM B221-6262-T6511 EXT BAR-1-1/8 HX (+/-.006) X 12'-OLW-EH,Y,N,N,Y,0.00000,2026-04-01 13:41:18.285,ALander1
EMJUS,IM-1387,STEEL - ALLOY - ROUND - HOT ROLLED - MISCELLANEOUS,700459,"E4340 - AMS 6414 5.500 RD X 28.345"" (+0""/-.125"")","700459-ROUND BAR--E4340 - AMS 6414-5.500 RD X 28.345"" (+0""/-.125"")-DPX-ZZ - RDB - 4340HR RT N&T",10170400,"HOT ROLLED BARS, PLATES, & STRUCTURAL SHAPES",,STEEL - ALLOY,ROUND,HOT ROLLED,MISCELLANEOUS,DM-122859,5.5000,,,,,5.5000,,E4340,,,,,,,,,5A,ALLOY ROUNDS,ALLOY BAR,ALLOY,ALLOY,Y,WIN,700459,700459,479e5f45f9c291e54cc76b874f8fc06a,f3d45c4156477853c95cf3391187ce43,Commodity,ALLOY,Family,01-22-BAR - ROUND-AIRCRAFT ALLOY - VAR,Shape,RDBL-ROUND BAR-ALLOY,Product,"700459-ROUND BAR--E4340 - AMS 6414-5.500 RD X 28.345"" (+0""/-.125"")-DPX-ZZ",Y,N,N,Y,0.00000,2024-08-30 13:00:02.573,ebx-systemUser
EMJUS,IM-1397,STEEL - ALLOY - TUBE - ROUND - SEAMLESS - COLD FINISHED,136425,4130 CDS COND N MIL T 6736 UNSTENCILLED 2.500 OD X .049 W X 20' R/L,136425-PHASE OUT ITEM-4130 CDS TUBING COND N MIL T 6736 UNSTENCILLED-4130 CDS COND N MIL T 6736 UNSTENCILLED-2.500 OD X .049 W X 20' R/L-DNJ-RB - ZZX - 4130CDS NORM,10170600,STEEL PIPE & TUBE,,STEEL - ALLOY,TUBE - ROUND,SEAMLESS,COLD FINISHED,DM-124112,2.5000,2.4020,0.0490,,,2.5000 X 2.4020 X 0.0490,,4130,,,,,PLAIN,,,,00,INSUFFICIENT INFO,INSUFFICIENT INFO,INSUFFICIENT INFO,INSUFFICIENT INFO,Y,WIN,136425,136425,479ec3f0d7e5164117cfcdd7e64349c9,1e3f43803482c0e9137ad53fc51aa892,Commodity,ZINCALME,Family,41-20-TUBE - SEAMLESS-AIRCRAFT ALLOY - COLD FINISH,Shape,ZZXZ-PHASE OUT ITEM-ZINCALME,Product,136425-PHASE OUT ITEM-4130 CDS TUBING COND N  MIL T 6736 UNSTENCILLED-4130 CDS COND N  MIL T 6736 UNSTENCILLED-2.500 OD X .049 W X 20' R/L-DNJ-RB,Y,N,N,Y,0.00000,2024-09-04 18:14:32.623,ebx-systemUser
EMJUS,IM-1483,STEEL - CARBON - TUBE - RECTANGULAR - WELDED - MISCELLANEOUS,159555,159555-RECTANGLE TUBE-ASTM A500 GR B-ASTM A500 GRADE B-3 X 5 X .188 WALL X 30'6-DAT-TA - RTT - A500HR,"159555-RECTANGLE TUBE-ASTM A500 GR B-ASTM A500 GRADE B-3 X 5 X .188 WALL X 30'6""-DAT-TA - RTT - A500HR",10170600,STEEL PIPE & TUBE,,STEEL - CARBON,TUBE - RECTANGULAR,WELDED,MISCELLANEOUS,DM-116262,5.0000,3.0000,0.1875,,,5.0000 X 3.0000 X 0.1875,ASTM A500,B,,,,,PLAIN,,STRUCTURAL,ERW,66,WELDED CARBON TUBE,CARBON TUBE,CARBON,CARBON STEEL,Y,WIN,159555,159555,479f93842d616e01664455f5894e214b,13f75cd89ff5762785c6583187f7caac,Commodity,CARBON,Family,43-11-TUBE - SQUARE & RECTANGULAR-CARBON STEEL - HOT FINISH,Shape,RTTC-RECTANGLE TUBE-CARBON,Product,"159555-RECTANGLE TUBE-ASTM A500 GR B-ASTM A500 GRADE B-3 X 5 X .188 WALL X 30'6""-DAT-TA",Y,Y,Y,Y,0.00000,2026-02-06 13:44:55.959,ALander1
EMJUS,IM-1491,STEEL - CARBON - TUBE - ROUND - WELDED - MISCELLANEOUS,145590,ASTM A500 GRADE C FLASH REMOVED 5.000 OD X .500 W (4.000 ID) X 24',145590-ROUND TUBE--ASTM A500 GRADE C FLASH REMOVED-5.000 OD X .500 W (2.000 ID) X 24'-DAT-ZZ - 5.000 OD X .500 W (4.000 ID) X 24' - RDT - A500HR FLASH REMVD,10170600,STEEL PIPE & TUBE,,STEEL - CARBON,TUBE - ROUND,WELDED,MISCELLANEOUS,DM-117641,5.0000,4.0000,0.5000,,,5.0000 X 4.0000 X 0.5000,ASTM A500,,,,,,PLAIN,,STRUCTURAL,ERW,66,WELDED CARBON TUBE,CARBON TUBE,CARBON,CARBON STEEL,Y,WIN,145590,145590,479fdac23e4b7fd46ab2023aeac45d89,dc07ae4140e5775b9d44dbc7d19f7d50,Commodity,CARBON,Family,39-11-PIPE - WELDED-CARBON STEEL - HOT FINISH,Shape,RDTC-ROUND TUBE-CARBON,Product,145590-ROUND TUBE--ASTM A500 GRADE C FLASH REMOVED-5.000 OD X .500 W (2.000 ID) X 24'-DAT-ZZ,Y,N,N,Y,0.00000,2024-09-04 18:14:32.623,ebx-systemUser
